productCode,productName,priceEach,quantityOrdered,productLine,orderNumber,orderdate,customerNumber,customerName,city,country,buyPrice,MSRP
S18_1589,"1965 Aston Martin DB5",102.04,43,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,65.96,124.44
S18_1984,"1995 Honda Civic",139.41,48,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,93.89,142.25
S18_2870,"1999 Indy 500 Monte Carlo SS",125.40,23,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,56.76,132.00
S18_3685,"1948 Porsche Type 356 Roadster",132.80,36,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,62.16,141.28
S18_4933,"1957 Ford Thunderbird",62.72,25,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,34.21,71.27
S24_1046,"1970 Chevy Chevelle SS 454",73.49,37,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,49.24,73.49
S24_1628,"1966 Shelby Cobra 427 S/C",47.29,23,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,29.18,50.31
S24_2766,"1949 Jaguar XK 120",82.69,20,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,47.25,90.87
S24_2887,"1952 Citroen-15CV",108.04,25,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,72.82,117.44
S24_3191,"1969 Chevrolet Camaro Z28",72.77,20,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,50.51,85.61
S24_3432,"2002 Chevy Corvette",94.23,30,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,62.11,107.08
S18_1342,"1937 Lincoln Berline",87.33,48,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,60.62,102.74
S18_1367,"1936 Mercedes-Benz 500K Special Roadster",45.28,45,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,24.26,53.91
S18_1749,"1917 Grand Touring Sedan",141.10,29,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,86.70,170.00
S18_2248,"1911 Ford Town Car",53.28,27,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,33.30,60.54
S18_2325,"1932 Model A Ford J-Coupe",113.15,38,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,58.48,127.13
S18_2795,"1928 Mercedes-Benz SSK",156.94,48,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,72.56,168.75
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",86.51,39,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,43.26,92.03
S24_1937,"1939 Chevrolet Deluxe Coupe",27.55,37,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,22.57,33.19
S24_2022,"1938 Cadillac V-16 Presidential Limousine",38.98,43,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,20.61,44.80
S24_3969,"1936 Mercedes Benz 500k Roadster",32.82,37,"Vintage Cars",10162,2003-10-18,321,"Corporate Gift Ideas Co.","San Francisco",USA,21.75,41.03
S10_1949,"1952 Alpine Renault 1300",212.16,21,"Classic Cars",10163,2003-10-20,424,"Classic Legends Inc.",NYC,USA,98.58,214.30
S18_2949,"1913 Ford Model T Speedster",101.31,31,"Vintage Cars",10163,2003-10-20,424,"Classic Legends Inc.",NYC,USA,60.78,101.31
S18_2957,"1934 Ford V8 Coupe",59.96,48,"Vintage Cars",10163,2003-10-20,424,"Classic Legends Inc.",NYC,USA,34.35,62.46
S18_3136,"18th Century Vintage Horse Carriage",101.58,40,"Vintage Cars",10163,2003-10-20,424,"Classic Legends Inc.",NYC,USA,60.74,104.72
S18_3320,"1917 Maxwell Touring Car",80.36,43,"Vintage Cars",10163,2003-10-20,424,"Classic Legends Inc.",NYC,USA,57.54,99.21
S24_4258,"1936 Chrysler Airflow",96.42,42,"Vintage Cars",10163,2003-10-20,424,"Classic Legends Inc.",NYC,USA,57.46,97.39
S10_4962,"1962 LanciaA Delta 16V",143.31,21,"Classic Cars",10164,2003-10-21,452,"Mini Auto Werke",Graz,Austria,103.42,147.74
S12_1666,"1958 Setra Bus",121.64,49,"Trucks and Buses",10164,2003-10-21,452,"Mini Auto Werke",Graz,Austria,77.90,136.67
S18_1097,"1940 Ford Pickup Truck",103.84,36,"Trucks and Buses",10164,2003-10-21,452,"Mini Auto Werke",Graz,Austria,58.33,116.67
S18_4600,"1940s Ford truck",107.76,45,"Trucks and Buses",10164,2003-10-21,452,"Mini Auto Werke",Graz,Austria,84.76,121.08
S18_4668,"1939 Cadillac Limousine",46.29,25,"Vintage Cars",10164,2003-10-21,452,"Mini Auto Werke",Graz,Austria,23.14,50.31
S32_1268,"1980’s GM Manhattan Express",91.49,24,"Trucks and Buses",10164,2003-10-21,452,"Mini Auto Werke",Graz,Austria,53.93,96.31
S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",57.53,49,"Trucks and Buses",10164,2003-10-21,452,"Mini Auto Werke",Graz,Austria,33.61,64.64
S700_2824,"1982 Camaro Z28",86.99,39,"Classic Cars",10164,2003-10-21,452,"Mini Auto Werke",Graz,Austria,46.53,101.15
S12_1108,"2001 Ferrari Enzo",168.32,44,"Classic Cars",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,95.59,207.80
S12_3148,"1969 Corvair Monza",123.89,34,"Classic Cars",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,89.14,151.08
S12_3891,"1969 Ford Falcon",152.26,27,"Classic Cars",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,83.05,173.02
S12_4473,"1957 Chevy Pickup",109.02,48,"Trucks and Buses",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,55.70,118.50
S18_2238,"1998 Chrysler Plymouth Prowler",134.26,29,"Classic Cars",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,101.51,163.73
S18_2319,"1964 Mercedes Tour Bus",120.28,46,"Trucks and Buses",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,74.86,122.73
S18_2432,"1926 Ford Fire Engine",60.77,31,"Trucks and Buses",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,24.92,60.77
S18_3232,"1992 Ferrari 360 Spider red",154.10,47,"Classic Cars",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,77.90,169.34
S18_3259,"Collectable Wooden Train",84.71,50,Trains,10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,67.56,100.84
S18_4027,"1970 Triumph Spitfire",123.51,28,"Classic Cars",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,91.92,143.62
S24_1444,"1970 Dodge Coronet",46.82,25,"Classic Cars",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,32.37,57.80
S24_2300,"1962 Volkswagen Microbus",117.57,32,"Trucks and Buses",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,61.34,127.79
S24_2840,"1958 Chevy Corvette Limited Edition",31.12,27,"Classic Cars",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,15.91,35.36
S24_4048,"1992 Porsche Cayenne Turbo Silver",106.45,24,"Classic Cars",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,69.78,118.28
S32_2509,"1954 Greyhound Scenicruiser",50.86,48,"Trucks and Buses",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,25.98,54.11
S32_3207,"1950's Chicago Surface Lines Streetcar",55.30,44,Trains,10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,26.72,62.14
S50_1392,"Diamond T620 Semi-Skirted Tanker",106.49,48,"Trucks and Buses",10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,68.29,115.75
S50_1514,"1962 City of Detroit Streetcar",49.21,38,Trains,10165,2003-10-22,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,37.49,58.58
S18_3140,"1903 Ford Model A",136.59,43,"Vintage Cars",10166,2003-10-21,462,FunGiftIdeas.com,"New Bedford",USA,68.30,136.59
S18_4522,"1904 Buick Runabout",72.85,26,"Vintage Cars",10166,2003-10-21,462,FunGiftIdeas.com,"New Bedford",USA,52.66,87.77
S700_1938,"The Mayflower",76.22,29,Ships,10166,2003-10-21,462,FunGiftIdeas.com,"New Bedford",USA,43.30,86.61
S10_4757,"1972 Alfa Romeo GTA",123.76,44,"Classic Cars",10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,85.68,136.00
S18_1662,"1980s Black Hawk Helicopter",141.92,43,Planes,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,77.27,157.69
S18_3029,"1999 Yamaha Speed Boat",69.68,46,Ships,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,51.61,86.02
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",84.70,34,"Vintage Cars",10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,64.58,105.87
S24_2011,"18th century schooner",110.60,33,Ships,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,82.34,122.89
S24_2841,"1900s Vintage Bi-Plane",54.81,21,Planes,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,34.25,68.51
S24_3151,"1912 Ford Model T Delivery Wagon",77.00,20,"Vintage Cars",10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,46.91,88.51
S24_3420,"1937 Horch 930V Limousine",64.44,32,"Vintage Cars",10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,26.30,65.75
S24_3816,"1940 Ford Delivery Sedan",73.80,29,"Vintage Cars",10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,48.64,83.86
S700_1138,"The Schooner Bluenose",66.00,43,Ships,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,34.00,66.67
S700_2047,"HMS Bounty",87.80,29,Ships,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,39.83,90.52
S700_2610,"The USS Constitution Ship",62.16,46,Ships,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,33.97,72.28
S700_3505,"The Titanic",85.14,24,Ships,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,51.09,100.17
S700_3962,"The Queen Mary",83.42,28,Ships,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,53.63,99.31
S72_1253,"Boeing X-32A JSF",42.71,40,Planes,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,32.77,49.66
S72_3212,"Pont Yacht",43.68,38,Ships,10167,2003-10-23,448,"Scandinavian Gift Ideas",Bräcke,Sweden,33.30,54.60
S10_1678,"1969 Harley Davidson Ultimate Chopper",94.74,36,Motorcycles,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,48.81,95.70
S10_2016,"1996 Moto Guzzi 1100i",97.53,27,Motorcycles,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,68.99,118.94
S10_4698,"2003 Harley-Davidson Eagle Drag Bike",160.74,20,Motorcycles,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,91.02,193.66
S18_2581,"P-51-D Mustang",75.19,21,Planes,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,49.00,84.48
S18_2625,"1936 Harley Davidson El Knucklehead",49.06,46,Motorcycles,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,24.23,60.57
S24_1578,"1997 BMW R 1100 S",103.68,50,Motorcycles,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,60.86,112.70
S24_1785,"1928 British Royal Navy Airplane",93.01,49,Planes,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,66.74,109.42
S24_2000,"1960 BSA Gold Star DBD34",72.36,29,Motorcycles,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,37.32,76.17
S24_3949,"Corsair F4U ( Bird Cage)",57.32,27,Planes,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,29.34,68.24
S24_4278,"1900s Vintage Tri-Plane",68.10,48,Planes,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,36.23,72.45
S32_1374,"1997 BMW F650 ST",89.90,28,Motorcycles,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,66.92,99.89
S32_4289,"1928 Ford Phaeton Deluxe",57.78,31,"Vintage Cars",10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,33.02,68.79
S50_1341,"1930 Buick Marquette Phaeton",39.71,48,"Vintage Cars",10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,27.06,43.64
S700_1691,"American Airlines: B767-300",91.34,28,Planes,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,51.15,91.34
S700_2466,"America West Airlines B757-200",87.75,31,Planes,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,68.80,99.72
S700_2834,"ATA: B757-300",94.92,36,Planes,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,59.33,118.65
S700_3167,"F/A 18 Hornet 1/72",72.00,48,Planes,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,54.40,80.00
S700_4002,"American Airlines: MD-11S",67.37,39,Planes,10168,2003-10-28,161,"Technics Stores Inc.",Burlingame,USA,36.27,74.03
S12_1099,"1968 Ford Mustang",163.44,30,"Classic Cars",10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,95.34,194.57
S12_2823,"2002 Suzuki XREO",126.52,35,Motorcycles,10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,66.27,150.62
S12_3990,"1970 Plymouth Hemi Cuda",71.82,36,"Classic Cars",10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,31.92,79.80
S18_3278,"1969 Dodge Super Bee",65.13,32,"Classic Cars",10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,49.05,80.41
S18_3482,"1976 Ford Gran Torino",136.70,36,"Classic Cars",10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,73.49,146.99
S18_3782,"1957 Vespa GS150",52.84,38,Motorcycles,10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,32.95,62.17
S18_4721,"1957 Corvette Convertible",120.53,33,"Classic Cars",10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,69.93,148.80
S24_2360,"1982 Ducati 900 Monster",66.49,38,Motorcycles,10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,47.10,69.26
S24_3371,"1971 Alpine Renault 1600s",53.27,34,"Classic Cars",10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,38.58,61.23
S24_4620,"1961 Chevrolet Impala",77.61,24,"Classic Cars",10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,32.33,80.84
S32_2206,"1982 Ducati 996 R",37.01,26,Motorcycles,10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,24.14,40.23
S32_4485,"1974 Ducati 350 Mk3 Desmo",83.68,34,Motorcycles,10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,56.13,102.05
S50_4713,"2002 Yamaha YZR M1",75.66,48,Motorcycles,10169,2003-11-04,276,"Anna's Decorations, Ltd","North Sydney",Australia,34.17,81.36
S12_3380,"1968 Dodge Charger",116.27,47,"Classic Cars",10170,2003-11-04,452,"Mini Auto Werke",Graz,Austria,75.16,117.44
S12_4675,"1969 Dodge Charger",93.28,41,"Classic Cars",10170,2003-11-04,452,"Mini Auto Werke",Graz,Austria,58.73,115.16
S18_1889,"1948 Porsche 356-A Roadster",70.07,20,"Classic Cars",10170,2003-11-04,452,"Mini Auto Werke",Graz,Austria,53.90,77.00
S24_3856,"1956 Porsche 356A Coupe",130.60,34,"Classic Cars",10170,2003-11-04,452,"Mini Auto Werke",Graz,Austria,98.30,140.43
S18_1129,"1993 Mazda RX-7",134.46,35,"Classic Cars",10171,2003-11-05,233,"Québec Home Shopping Network",Montréal,Canada,83.51,141.54
S18_1984,"1995 Honda Civic",128.03,35,"Classic Cars",10171,2003-11-05,233,"Québec Home Shopping Network",Montréal,Canada,93.89,142.25
S18_3232,"1992 Ferrari 360 Spider red",165.95,39,"Classic Cars",10171,2003-11-05,233,"Québec Home Shopping Network",Montréal,Canada,77.90,169.34
S24_2972,"1982 Lamborghini Diablo",34.74,36,"Classic Cars",10171,2003-11-05,233,"Québec Home Shopping Network",Montréal,Canada,16.24,37.76
S18_1589,"1965 Aston Martin DB5",109.51,42,"Classic Cars",10172,2003-11-05,175,"Gift Depot Inc.",Bridgewater,USA,65.96,124.44
S18_2870,"1999 Indy 500 Monte Carlo SS",117.48,39,"Classic Cars",10172,2003-11-05,175,"Gift Depot Inc.",Bridgewater,USA,56.76,132.00
S18_3685,"1948 Porsche Type 356 Roadster",139.87,48,"Classic Cars",10172,2003-11-05,175,"Gift Depot Inc.",Bridgewater,USA,62.16,141.28
S24_1046,"1970 Chevy Chevelle SS 454",61.00,32,"Classic Cars",10172,2003-11-05,175,"Gift Depot Inc.",Bridgewater,USA,49.24,73.49
S24_1628,"1966 Shelby Cobra 427 S/C",43.27,34,"Classic Cars",10172,2003-11-05,175,"Gift Depot Inc.",Bridgewater,USA,29.18,50.31
S24_2766,"1949 Jaguar XK 120",79.97,22,"Classic Cars",10172,2003-11-05,175,"Gift Depot Inc.",Bridgewater,USA,47.25,90.87
S24_3191,"1969 Chevrolet Camaro Z28",77.91,24,"Classic Cars",10172,2003-11-05,175,"Gift Depot Inc.",Bridgewater,USA,50.51,85.61
S24_3432,"2002 Chevy Corvette",87.81,22,"Classic Cars",10172,2003-11-05,175,"Gift Depot Inc.",Bridgewater,USA,62.11,107.08
S18_1342,"1937 Lincoln Berline",101.71,43,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,60.62,102.74
S18_1367,"1936 Mercedes-Benz 500K Special Roadster",51.75,48,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,24.26,53.91
S18_1749,"1917 Grand Touring Sedan",168.30,24,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,86.70,170.00
S18_2248,"1911 Ford Town Car",55.09,26,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,33.30,60.54
S18_2325,"1932 Model A Ford J-Coupe",127.13,31,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,58.48,127.13
S18_2795,"1928 Mercedes-Benz SSK",140.06,22,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,72.56,168.75
S18_2957,"1934 Ford V8 Coupe",56.84,28,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,34.35,62.46
S18_3136,"18th Century Vintage Horse Carriage",86.92,31,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,60.74,104.72
S18_3320,"1917 Maxwell Touring Car",90.28,29,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,57.54,99.21
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",77.31,21,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,43.26,92.03
S18_4933,"1957 Ford Thunderbird",58.44,39,"Classic Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,34.21,71.27
S24_1937,"1939 Chevrolet Deluxe Coupe",29.87,31,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,22.57,33.19
S24_2022,"1938 Cadillac V-16 Presidential Limousine",39.42,27,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,20.61,44.80
S24_2887,"1952 Citroen-15CV",98.65,23,"Classic Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,72.82,117.44
S24_3969,"1936 Mercedes Benz 500k Roadster",35.70,35,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,21.75,41.03
S24_4258,"1936 Chrysler Airflow",93.49,22,"Vintage Cars",10173,2003-11-05,278,"Rovelli Gifts",Bergamo,Italy,57.46,97.39
S10_1949,"1952 Alpine Renault 1300",207.87,34,"Classic Cars",10174,2003-11-06,333,"Australian Gift Network, Co","South Brisbane",Australia,98.58,214.30
S12_1666,"1958 Setra Bus",113.44,43,"Trucks and Buses",10174,2003-11-06,333,"Australian Gift Network, Co","South Brisbane",Australia,77.90,136.67
S18_1097,"1940 Ford Pickup Truck",108.50,48,"Trucks and Buses",10174,2003-11-06,333,"Australian Gift Network, Co","South Brisbane",Australia,58.33,116.67
S18_2949,"1913 Ford Model T Speedster",100.30,46,"Vintage Cars",10174,2003-11-06,333,"Australian Gift Network, Co","South Brisbane",Australia,60.78,101.31
S18_4668,"1939 Cadillac Limousine",44.27,49,"Vintage Cars",10174,2003-11-06,333,"Australian Gift Network, Co","South Brisbane",Australia,23.14,50.31
S10_4962,"1962 LanciaA Delta 16V",119.67,33,"Classic Cars",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,103.42,147.74
S12_4473,"1957 Chevy Pickup",109.02,26,"Trucks and Buses",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,55.70,118.50
S18_2319,"1964 Mercedes Tour Bus",101.87,48,"Trucks and Buses",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,74.86,122.73
S18_2432,"1926 Ford Fire Engine",59.55,41,"Trucks and Buses",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,24.92,60.77
S18_3232,"1992 Ferrari 360 Spider red",150.71,29,"Classic Cars",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,77.90,169.34
S18_4600,"1940s Ford truck",102.92,47,"Trucks and Buses",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,84.76,121.08
S24_2300,"1962 Volkswagen Microbus",121.40,28,"Trucks and Buses",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,61.34,127.79
S24_2840,"1958 Chevy Corvette Limited Edition",32.18,37,"Classic Cars",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,15.91,35.36
S32_1268,"1980’s GM Manhattan Express",89.57,22,"Trucks and Buses",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,53.93,96.31
S32_2509,"1954 Greyhound Scenicruiser",50.86,50,"Trucks and Buses",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,25.98,54.11
S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",56.24,29,"Trucks and Buses",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,33.61,64.64
S700_2824,"1982 Camaro Z28",80.92,42,"Classic Cars",10175,2003-11-06,324,"Stylish Desk Decors, Co.",London,UK,46.53,101.15
S12_1108,"2001 Ferrari Enzo",166.24,33,"Classic Cars",10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,95.59,207.80
S12_3148,"1969 Corvair Monza",145.04,47,"Classic Cars",10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,89.14,151.08
S12_3891,"1969 Ford Falcon",160.91,50,"Classic Cars",10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,83.05,173.02
S18_2238,"1998 Chrysler Plymouth Prowler",139.17,20,"Classic Cars",10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,101.51,163.73
S18_4027,"1970 Triumph Spitfire",140.75,36,"Classic Cars",10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,91.92,143.62
S24_1444,"1970 Dodge Coronet",55.49,27,"Classic Cars",10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,32.37,57.80
S24_4048,"1992 Porsche Cayenne Turbo Silver",101.72,29,"Classic Cars",10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,69.78,118.28
S32_3207,"1950's Chicago Surface Lines Streetcar",62.14,22,Trains,10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,26.72,62.14
S50_1392,"Diamond T620 Semi-Skirted Tanker",109.96,23,"Trucks and Buses",10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,68.29,115.75
S50_1514,"1962 City of Detroit Streetcar",52.14,38,Trains,10176,2003-11-06,386,"L'ordine Souveniers","Reggio Emilia",Italy,37.49,58.58
S18_3140,"1903 Ford Model A",113.37,23,"Vintage Cars",10177,2003-11-07,344,"CAF Imports",Madrid,Spain,68.30,136.59
S18_3259,"Collectable Wooden Train",92.77,29,Trains,10177,2003-11-07,344,"CAF Imports",Madrid,Spain,67.56,100.84
S18_4522,"1904 Buick Runabout",82.50,35,"Vintage Cars",10177,2003-11-07,344,"CAF Imports",Madrid,Spain,52.66,87.77
S24_2011,"18th century schooner",115.52,50,Ships,10177,2003-11-07,344,"CAF Imports",Madrid,Spain,82.34,122.89
S24_3151,"1912 Ford Model T Delivery Wagon",79.66,45,"Vintage Cars",10177,2003-11-07,344,"CAF Imports",Madrid,Spain,46.91,88.51
S700_1138,"The Schooner Bluenose",58.67,24,Ships,10177,2003-11-07,344,"CAF Imports",Madrid,Spain,34.00,66.67
S700_1938,"The Mayflower",77.95,31,Ships,10177,2003-11-07,344,"CAF Imports",Madrid,Spain,43.30,86.61
S700_2610,"The USS Constitution Ship",64.33,32,Ships,10177,2003-11-07,344,"CAF Imports",Madrid,Spain,33.97,72.28
S700_3505,"The Titanic",88.15,44,Ships,10177,2003-11-07,344,"CAF Imports",Madrid,Spain,51.09,100.17
S700_3962,"The Queen Mary",83.42,24,Ships,10177,2003-11-07,344,"CAF Imports",Madrid,Spain,53.63,99.31
S72_3212,"Pont Yacht",52.96,40,Ships,10177,2003-11-07,344,"CAF Imports",Madrid,Spain,33.30,54.60
S10_4757,"1972 Alfa Romeo GTA",131.92,24,"Classic Cars",10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,85.68,136.00
S18_1662,"1980s Black Hawk Helicopter",127.73,42,Planes,10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,77.27,157.69
S18_3029,"1999 Yamaha Speed Boat",70.54,41,Ships,10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,51.61,86.02
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",104.81,48,"Vintage Cars",10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,64.58,105.87
S24_2841,"1900s Vintage Bi-Plane",67.82,34,Planes,10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,34.25,68.51
S24_3420,"1937 Horch 930V Limousine",65.75,27,"Vintage Cars",10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,26.30,65.75
S24_3816,"1940 Ford Delivery Sedan",68.77,21,"Vintage Cars",10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,48.64,83.86
